UNIQIDNEW	KID_WT	kid_ok	kidecon	kidage	laschool	centre_t	type1	type2	type3	distschl
3689506413	1.68	1	7	4	 	Local Authority	0	Secondary	0	1.34085979878584
3692157562	.84	1	7	4	 	Independent	Primary	Secondary	0	2.42681375469977
3696029457	.97	1	7	2	 	Local Authority	Primary	0	0	.786555147462656
3698186600	.52	1	7	2	 	Local Authority	Primary	0	0	.303250721351162
3700324144	1.43	1	7	3	 	Local Authority	Primary	0	0	.708283135476202
3705832451	.87	1	7	4	 	Local Authority	0	Secondary	0	.303270506314083
3708452173	.58	1	7	2	 	Local Authority	Primary	0	0	.314428052183643
3711430184	.57	1	7	1	 	Local Authority	Primary	0	0	.594659566474802
3721525278	.97	1	7	4	 	Local Authority	0	Secondary	0	.976449179425125
3728813366	.97	1	7	4	 	Local Authority	0	Secondary	0	18.7494403649816
3731704112	.4	1	7	3	 	Local Authority	Primary	0	0	2.52534829281032
3748900653	.82	1	7	4	 	Local Authority	0	Secondary	0	3.2922310064757
3751817881	.99	1	7	1	 	Local Authority	Primary	0	0	.541720407590484
3773125503	.65	1	7	1	 	Local Authority	Primary	0	0	1.61188119909626
3778274129	2.52	1	7	4	 	Local Authority	0	Secondary	0	.698072345820976
3778416678	.94	1	7	2	 	Local Authority	Primary	0	0	.474802064022472
3781675874	.82	1	7	3	 	Local Authority	Primary	0	0	1.27590164197715
3788978490	.97	1	7	4	 	Local Authority	0	Secondary	0	6.87984047780179
3793079038	.8	1	7	4	 	Local Authority	0	Secondary	0	1.50890224998175
3807814322	1.18	1	7	3	 	Local Authority	Primary	0	0	.352164734179901
3812403977	.4	1	7	2	 	Local Authority	Primary	0	0	1.36485090760859
3813829241	1.05	1	7	2	 	Local Authority	Primary	0	0	15.8382229432471
3818046213	.65	1	7	1	 	Local Authority	Primary	0	0	1.07016867829329
3819856574	1.29	1	7	2	 	 	 	 	 	 
3819862129	.68	1	7	2	 	Local Authority	Primary	0	0	.604722250293471
3829059401	1.32	1	7	2	 	Local Authority	0	Secondary	0	2.30800433275157
3830857948	.75	1	7	4	 	Local Authority	0	Secondary	0	1.24504337273848
3837241703	.87	1	7	4	 	Local Authority	0	Secondary	0	1.25854400002543
3839722201	.65	1	7	2	 	Local Authority	Primary	0	0	.365961746634809
3840064239	1.15	1	7	1	 	Local Authority	Primary	0	0	1.70951689082033
3841592735	1.95	1	7	3	 	Local Authority	Primary	0	0	2.221334958983
3845823216	.33	1	7	4	 	Local Authority	0	Secondary	0	.878689933935743
3851443278	.33	1	7	4	 	Local Authority	0	Secondary	0	13.0594219244192
3859539447	.8	1	7	2	 	Local Authority	Primary	0	0	.821326366312442
3868542696	1.68	1	7	4	 	Local Authority	0	Secondary	0	4.50596094079831
3875391251	1.62	1	7	2	 	Local Authority	Primary	0	0	.442235231522772
3877715753	.8	1	7	4	 	Local Authority	0	Secondary	0	.283323137071437
3878612970	.72	1	7	1	 	 	 	 	 	 
3879776122	.28	1	7	2	 	Local Authority	Primary	0	0	2.96219395043606
3884746256	2.09	1	7	3	 	Local Authority	Primary	0	0	.103004854254545
3886941876	.57	1	7	4	 	 	 	 	 	 
3887504889	.41	1	7	4	 	Local Authority	0	Secondary	0	.149214610544678
3888294967	.76	1	7	4	 	Local Authority	0	Secondary	0	1.81940649663565
3893202925	.13	1	7	4	 	Local Authority	0	Secondary	0	1.52909810018847
3893997763	.48	1	7	3	 	Local Authority	Primary	0	0	.685263452987243
3894024547	.76	1	7	4	 	Local Authority	0	Secondary	0	4.14859060404856
3901375234	.49	1	7	1	 	Local Authority	Primary	0	0	.571591637447575
3907410368	1.17	1	7	3	 	Local Authority	Primary	0	0	.640738636262868
3915301236	2.08	1	7	1	 	Local Authority	Primary	0	0	.39319206502675
3918308099	1.6	1	7	2	 	Local Authority	Primary	0	0	1.3566502865514
3923148471	.59	1	7	2	 	Local Authority	Primary	0	0	.412757798230391
3936171090	.58	1	7	1	 	Local Authority	Primary	0	0	.418144711792461
3941693562	.66	1	7	1	 	Local Authority	Primary	0	0	.489719307358818
3952251524	1.71	1	7	2	 	Local Authority	Primary	0	0	4.47812572400552
3953387928	.41	1	7	1	 	Local Authority	Primary	0	0	.987035966923192
3954930892	.99	1	7	4	 	Local Authority	0	Secondary	0	2.9246676734289
3962391787	.1	1	7	4	 	Local Authority	0	Secondary	0	25.4666465793987
3964869459	.81	1	7	2	 	Local Authority	Primary	0	0	.288138855415232
3967420398	1.03	1	7	1	 	Local Authority	Primary	0	0	.284270997465447
3970451215	.94	1	7	2	 	Local Authority	Primary	0	0	9.4110607797421
3971720110	.55	1	7	1	 	Local Authority	Primary	0	0	.296076003755792
3977947971	1.32	1	7	1	 	Local Authority	Primary	0	0	.845600378429433
3978774855	.8	1	7	4	 	Local Authority	0	Secondary	0	14.0874932475583
3996617818	.16	1	7	3	 	Local Authority	0	Secondary	0	25.0064443694021
4006037624	.1	1	7	4	 	Local Authority	0	Secondary	0	17.6688806945998
4007843384	3.3	1	7	4	 	Local Authority	0	Secondary	0	15.5589165753917
4007916725	.68	1	7	2	 	Local Authority	Primary	0	0	.204677795571479
4009809140	1.29	1	7	2	 	Local Authority	Primary	0	0	1.07791001479715
4011215200	1.51	1	7	1	 	Local Authority	Primary	0	0	.459053373803091
4018880744	.82	1	7	4	 	Local Authority	0	Secondary	0	1.33725726769384
4022042095	.97	1	7	4	 	Local Authority	0	Secondary	0	8.18076976818196
4022634658	.57	1	7	1	 	Local Authority	Primary	0	0	.0660681466366357
4023048510	1.8	1	7	3	 	Local Authority	0	Secondary	0	1.6523655769835
4033413381	.86	1	7	2	 	Local Authority	Primary	0	0	.890084265673762
4033525116	1.8	1	7	3	 	Local Authority	0	Secondary	0	1.9733104165336
4036616814	1.05	1	7	2	 	Local Authority	Primary	0	0	.281156540027082
4040204701	.77	1	7	2	 	Local Authority	Primary	0	0	8.58180144258768
4046362210	.72	1	7	1	 	Local Authority	Primary	0	0	.416480491740009
4046367598	.76	1	7	4	 	Independent	Primary	Secondary	0	5.85779702618655
4048208622	1.61	1	7	3	 	Local Authority	0	Secondary	0	6.15669473012915
4059196101	.75	1	7	1	 	Local Authority	Primary	0	0	.589104405008145
4063894563	.33	1	7	4	 	Local Authority	0	Secondary	0	1.11815964870854
4080382753	1.2	1	7	2	 	Local Authority	Primary	0	0	.898343475514794
4081610860	1.1	1	7	3	 	Local Authority	Primary	0	0	.259048258052433
4088897007	2.36	1	7	2	 	Local Authority	Primary	0	0	.771420767156291
4108629734	1.53	1	7	3	 	Local Authority	0	Secondary	0	1.88609490747417
4109881818	1.65	1	7	3	 	Local Authority	Primary	0	0	.365775887668939
4133895873	.84	1	7	4	 	Local Authority	0	Secondary	0	6.74531733871728
4139250452	.83	1	7	4	 	Local Authority	0	Secondary	0	.984549135391424
4141123020	.65	1	7	2	 	Local Authority	Primary	0	0	.94514866555479
4141307697	1.84	1	7	1	 	Local Authority	Primary	0	0	1.20097668586863
4159677886	1.65	1	7	3	 	Local Authority	Primary	0	0	1.10758521116887
4167928780	1.65	1	7	4	 	Independent	Primary	Secondary	0	7.233286735641
4177882844	.76	1	7	3	 	Local Authority	0	Secondary	0	1.77499436618824
4182220726	.44	1	7	3	 	Local Authority	0	Secondary	0	5.08766400227059
4198958534	.57	1	7	4	 	Local Authority	0	Secondary	0	.9586500925781
4203446065	.87	1	7	4	 	Local Authority	0	Secondary	0	1.61321697238778
4207741777	.94	1	7	2	 	Local Authority	Primary	0	0	1.3753290515364
4219363728	.86	1	7	4	 	Local Authority	0	Secondary	0	.603371361600797
4236698025	.4	1	7	1	 	Local Authority	Primary	0	0	.321645767887594
4252373343	.86	1	7	4	 	Local Authority	0	Secondary	0	1.35730689234233
4253777634	.49	1	7	4	 	Local Authority	0	Secondary	0	5.60686980408855
4255624004	.3	1	7	1	 	Local Authority	Primary	0	0	.0472016948848238
4262926397	1.61	1	7	3	 	Local Authority	Primary	0	0	.695039567219018
4280355913	1.37	1	7	3	 	Local Authority	0	Secondary	0	1.18292941463132
4281734363	.86	1	7	3	 	Local Authority	0	Secondary	0	.839373575948159
4281869396	.83	1	7	1	 	Local Authority	Primary	0	0	.808564777862603
4285463104	2.15	1	7	2	 	Local Authority	Primary	0	0	.251872983862899
4288105206	.84	1	7	4	 	Independent	Primary	Secondary	0	8.2018074227575
4299349394	.87	1	7	4	 	Local Authority	0	Secondary	0	2.3348338270635
4301924068	1.62	1	7	2	 	Local Authority	Primary	0	0	.0860523096726636
4305220549	.26	1	7	1	 	Local Authority	Primary	0	0	1.57621889342819
4312682017	1.74	1	7	4	 	Independent	Primary	Secondary	0	3.22191511371731
4312906559	.76	1	7	3	 	Local Authority	0	Secondary	0	5.52525420229694
4323520572	.39	1	7	3	 	Local Authority	Primary	0	0	.418560628822158
4327864149	.49	1	7	4	 	Local Authority	0	Secondary	0	2.0155249936431
4342029030	.86	1	7	2	 	Local Authority	Primary	0	0	.656623179609127
4345477228	.76	1	7	4	 	Local Authority	0	Secondary	0	1.23268203523861
4347784999	.86	1	7	2	 	Local Authority	Primary	0	0	.387448061035283
4355678060	.81	1	7	3	 	Local Authority	0	Secondary	0	11.3950884156289
4366219635	.86	1	7	2	 	Local Authority	Primary	0	0	.377576482318483
4372939146	.2	1	7	4	 	Local Authority	0	Secondary	0	7.69673079950182
4382725498	.83	1	7	4	 	Local Authority	0	Secondary	0	.565944343553321
4384195153	.83	1	7	2	 	Local Authority	Primary	0	0	.16461470165207
4387040665	.2	1	7	2	 	Local Authority	Primary	Secondary	0	.589226611754764
4389003995	.37	1	7	4	 	Local Authority	0	Secondary	0	.522211642918846
4402338020	.84	1	7	4	 	Local Authority	0	Secondary	0	2.28254704223155
4412337402	.76	1	7	3	 	Local Authority	Primary	0	0	1.15572055445942
4413843472	.55	1	7	3	 	Independent	Primary	Secondary	0	3.30670379683455
4416347616	1.38	1	7	4	 	Local Authority	0	Secondary	0	1.57821798240927
4421008062	1.51	1	7	4	 	Independent	Primary	Secondary	0	8.11853884636885
4421907999	2.35	1	7	3	 	Local Authority	0	Secondary	0	.953631480185087
4427121589	2.06	1	7	3	 	Local Authority	Primary	0	0	.877848506292515
4435089324	2.35	1	7	3	 	Local Authority	Primary	0	0	7.16118879795806
4436763413	.54	1	7	4	 	Local Authority	0	Secondary	0	4.54874839928524
4456450357	1.08	1	7	2	 	Local Authority	Primary	0	0	13.0121294952056
4458137071	.84	1	7	4	 	Local Authority	0	Secondary	0	.761625235926436
4458556166	1.38	1	7	4	 	Local Authority	0	Secondary	0	.953020986127798
4458649401	.42	1	7	4	 	Local Authority	0	Secondary	0	.427285618761034
4463833389	.8	1	7	4	 	Local Authority	0	Secondary	0	7.28437258794469
4475771841	1.15	1	7	1	 	Local Authority	Primary	0	0	.384755766688428
4491848648	.84	1	7	2	 	Local Authority	Primary	0	0	.173002890149269
4492512839	.52	1	7	1	 	Local Authority	Primary	0	0	3.47919186018822
4497462469	1.53	1	7	3	 	Local Authority	Primary	0	0	.455140637605565
4499531919	1.6	1	7	2	 	Local Authority	Primary	0	0	.703683167341667
4502422372	.84	1	7	4	 	Local Authority	0	Secondary	0	1.37702360183114
4502748596	1.61	1	7	3	 	Local Authority	0	Secondary	0	1.0084765738479
4507574085	.48	1	7	4	 	Local Authority	0	Secondary	0	7.77362991143777
4515821245	.42	1	7	2	 	Local Authority	Primary	0	0	.375969413649568
4517028467	.72	1	7	1	 	Local Authority	Primary	0	0	.848661298752335
4526773640	.75	1	7	3	 	Local Authority	Primary	0	0	.569779782021089
4528262387	.49	1	7	4	 	Local Authority	0	Secondary	0	.427673941221581
4529359443	.97	1	7	2	 	Local Authority	Primary	0	0	.351592093198923
4530499010	.48	1	7	4	 	Local Authority	0	Secondary	0	.910956091148196
4533396312	2.65	1	7	4	 	Local Authority	0	Secondary	0	8.25847013677473
4534656890	.42	1	7	4	 	Local Authority	0	Secondary	0	.884191155802861
4535359242	.89	1	7	1	 	Local Authority	Primary	0	0	3.86700724074833
4542313912	.37	1	7	4	 	Local Authority	0	Secondary	0	.52044980545678
4543901193	1.53	1	7	3	 	Local Authority	Primary	0	0	.319677962956473
4544814248	.86	1	7	4	 	Local Authority	0	Secondary	0	1.69785276157858
4547572308	1.59	1	7	4	 	 	 	 	 	 
4557601502	1.59	1	7	4	 	Local Authority	0	Secondary	0	.738144972210744
4559339881	.1	1	7	4	 	Local Authority	0	Secondary	0	1.64553365204119
4559672419	.92	1	7	1	 	Local Authority	Primary	0	0	.693785269373745
4565326967	.76	1	7	1	 	Local Authority	Primary	0	0	2.21577367977869
4582176516	1.65	1	7	3	 	Local Authority	Primary	0	0	1.81505178989471
4592921794	.27	1	7	4	 	Local Authority	0	Secondary	0	.780331339880694
4596494134	.8	1	7	3	 	Local Authority	Primary	0	0	2.26495143435792
4605170982	.57	1	7	1	 	Local Authority	Primary	0	0	.588656945937105
4610220422	1.6	1	7	3	 	 	 	 	 	 
4613421024	1.6	1	7	1	 	Local Authority	Primary	0	0	.309919344346235
4614909692	.09	1	7	2	 	Local Authority	Primary	0	0	2.04180557350596
4619065453	.68	1	7	3	 	Local Authority	0	Secondary	0	2.02222674297419
4624381475	1.51	1	7	4	 	Local Authority	0	Secondary	0	1.09235388038859
4635525569	.86	1	7	2	 	Local Authority	Primary	0	0	.183412104289766
4637474921	.42	1	7	4	 	Local Authority	0	Secondary	0	.375542274584367
4638156477	.57	1	7	1	 	Local Authority	Primary	0	0	.93299088955895
4643558706	1.65	1	7	4	 	Local Authority	0	Secondary	0	11.3895521422047
4650674770	.76	1	7	4	 	Local Authority	0	Secondary	0	2.54806004638823
4651302369	.48	1	7	3	 	Local Authority	Primary	0	0	.395941914931976
4660221632	.84	1	7	2	 	Local Authority	Primary	0	0	.201009950002481
4662188981	.84	1	7	2	 	Local Authority	Primary	0	0	.505914024316385
4670823095	.86	1	7	2	 	Local Authority	Primary	0	0	.934036937171116
4677838800	.41	1	7	3	 	Local Authority	0	Secondary	0	.150615404258661
4678663174	.48	1	7	4	 	Local Authority	0	Secondary	0	.406433266355007
4680589736	1.62	1	7	2	 	Independent	Primary	0	0	5.19202513476197
4690465946	.49	1	7	1	 	Local Authority	Primary	0	0	2.73450196562372
4692806802	.41	1	7	4	 	Local Authority	0	Secondary	0	.33643127084146
4694464025	.49	1	7	4	 	Local Authority	0	Secondary	0	1.86612593358541
4694686150	.99	1	7	4	 	Local Authority	0	Secondary	0	1.11400628364476
4694938129	.55	1	7	3	 	Local Authority	Primary	0	0	.617948217895319
4697455880	.98	1	7	3	 	Local Authority	Primary	0	0	1.43200558658128
4700397123	1.18	1	7	2	 	Local Authority	Primary	0	0	.177177876722801
4709397778	.66	1	7	2	 	Local Authority	Primary	0	0	.741949459195166
4710025727	.16	1	7	3	 	Local Authority	Primary	0	0	.905861468437641
4711752292	2.27	1	7	2	 	Local Authority	Primary	0	0	.316834341573006
4711919273	.65	1	7	2	 	Local Authority	Primary	0	0	.512664607711513
4714477598	.16	1	7	3	 	Local Authority	Primary	0	0	3.63215032728548
4716292201	.65	1	7	2	 	Local Authority	Primary	0	0	.280058922371704
4716409389	1.52	1	7	1	 	Local Authority	Primary	0	0	.528393792544916
4728922122	.43	1	7	3	 	Local Authority	0	Secondary	0	2.41789598618303
4749171552	.71	1	7	4	 	Local Authority	0	Secondary	0	1.91683619540116
4758190629	1.15	1	7	1	 	Local Authority	Primary	0	0	.237191905426808
4759642407	.58	1	7	1	 	Local Authority	Primary	0	0	1.93295654374329
4776585875	1.52	1	7	1	 	Local Authority	Primary	0	0	1.88138938021878
4783252850	1.4	1	7	3	 	Local Authority	0	Secondary	0	4.58413623270513
4788104161	.9	1	7	3	 	Local Authority	0	Secondary	0	2.42338358499021
4788488979	.65	1	7	2	 	Local Authority	Primary	0	0	1.33270589403664
4788565883	.3	1	7	1	 	Local Authority	Primary	0	0	.540814200996978
4803161882	.84	1	7	2	 	Local Authority	Primary	0	0	.275408787078408
4806280271	.66	1	7	1	 	Local Authority	Primary	0	0	1.40455152984858
4809601377	1.65	1	7	4	 	Local Authority	0	Secondary	0	1.47750397630599
4822034654	.78	1	7	4	 	Local Authority	0	Secondary	0	6.47160420606823
4822612158	.84	1	7	2	 	Local Authority	Primary	0	0	.150233152133609
4825006072	.82	1	7	4	 	Local Authority	0	Secondary	0	2.9270042705811
4825162808	.65	1	7	2	 	Local Authority	Primary	0	0	2.43701538772327
4833846125	.87	1	7	4	 	Local Authority	0	Secondary	0	9.69344819968622
4851498888	1.45	1	7	4	 	Local Authority	0	Secondary	0	5.0941649953648
4852645006	.23	1	7	1	 	Local Authority	Primary	0	0	.16592166826548
4861486359	.94	1	7	2	 	Local Authority	Primary	0	0	.73839014077925
4871271253	.58	1	7	1	 	Local Authority	Primary	0	0	.142635900109334
4873912768	1.3	1	7	2	 	Local Authority	Primary	0	0	.668455682899024
4875242342	1.62	1	7	2	 	Local Authority	Primary	0	0	2.0271864739091
4890451999	.84	1	7	4	 	Local Authority	0	Secondary	0	2.45021223570531
4891297012	.18	1	7	2	 	Local Authority	Primary	0	0	9.37839757101393
4895875435	.66	1	7	1	 	Local Authority	Primary	0	0	.637377439199098
4916926441	1.18	1	7	1	 	Local Authority	Primary	0	0	1.27598785260676
4928437723	2.47	1	7	4	 	Local Authority	0	Secondary	0	4.38510957673808
4929618747	.99	1	7	2	 	Local Authority	Primary	0	0	1.78289876325045
4931688914	.82	1	7	4	 	Independent	Primary	Secondary	0	3.53054627501184
4936411455	.78	1	7	3	 	Local Authority	Primary	0	0	.930861966136763
4939518916	1.89	1	7	2	 	 	 	 	 	 
4946103389	.84	1	7	2	 	Local Authority	Primary	0	0	.276925982890736
4956314159	.95	1	7	3	 	Local Authority	0	Secondary	0	.790957015266949
4963451144	.57	1	7	1	 	Local Authority	Primary	0	0	.322614320822867
4963519140	.8	1	7	2	 	Local Authority	Primary	0	0	.37915827829549
4964343286	1.4	1	7	3	 	Local Authority	0	Secondary	0	8.47692167004037
4965407890	1.48	1	7	2	 	Local Authority	Primary	0	0	.251771722002293
4967740020	.75	1	7	3	 	Local Authority	Primary	0	0	.38583416126621
4968019803	.76	1	7	1	 	Local Authority	Primary	0	0	.670660868099519
4969678614	.65	1	7	1	 	Local Authority	Primary	0	0	1.26753067024037
4975297106	1.21	1	7	3	 	Local Authority	Primary	0	0	.19331063085097
4976753839	.8	1	7	2	 	Local Authority	Primary	0	0	.783526004673744
4976955145	.77	1	7	2	 	Local Authority	Primary	0	0	.741229384198981
4979597074	.87	1	7	4	 	Local Authority	0	Secondary	0	2.8752895506366
4981751470	.3	1	7	1	 	Local Authority	Primary	0	0	.499524774160401
4984342884	1.89	1	7	4	 	Local Authority	0	Secondary	0	1.41572631535901
5001041489	.5	1	7	1	 	Local Authority	Primary	0	0	.30162891108115
5001237146	.2	1	7	4	 	Local Authority	Primary	Secondary	0	9.32445521196815
5017596697	.52	1	7	1	 	Local Authority	Primary	0	0	.567324422178351
5019031996	1.74	1	7	4	 	Local Authority	0	Secondary	0	1.85533231524706
5022496562	.99	1	7	4	 	Local Authority	0	Secondary	0	1.30228145959312
5022551101	1.03	1	7	1	 	Local Authority	Primary	0	0	.26568590478232
5026270198	1.68	1	7	4	 	Local Authority	0	Secondary	0	1.19246299732948
5030221278	.84	1	7	2	 	Local Authority	0	0	Special	2.32602751488455
5031348844	.6	1	7	1	 	Local Authority	Primary	0	0	.567324422178351
5034767552	1.4	1	7	3	 	Local Authority	0	Secondary	0	.82648774945549
5037580822	.28	1	7	3	 	Local Authority	0	Secondary	0	.894471911241488
5047781793	.94	1	7	3	 	 	 	 	 	 
5051196902	1.45	1	7	2	 	Local Authority	Primary	0	0	.0561426753904728
5057066437	1.74	1	7	4	 	Local Authority	0	Secondary	0	2.73335142270437
5064512161	.55	1	7	3	 	Local Authority	Primary	0	0	.501174620267228
5075943475	1.32	1	7	2	 	Local Authority	Primary	0	0	1.44834146526294
5076524406	.49	1	7	4	 	Local Authority	0	Secondary	0	12.5296209040817
5080047622	1.69	1	7	2	 	Local Authority	0	0	Special	7.30547151113465
5082018143	.81	1	7	2	 	Local Authority	Primary	0	0	1.51999901315757
5084115211	1.6	1	7	2	 	Local Authority	Primary	0	0	1.06530746735391
5086101689	.33	1	7	4	 	Local Authority	0	Secondary	0	.648296999838809
5086855134	1.19	1	7	2	 	Local Authority	Primary	0	0	1.68364634053592
5090161366	2.27	1	7	2	 	Local Authority	Primary	0	0	.413473094650668
5098420037	.82	1	7	4	 	Local Authority	0	Secondary	0	3.9248899347625
5099559478	1.66	1	7	2	 	Local Authority	Primary	0	0	1.18914507104894
5102609466	.8	1	7	1	 	Local Authority	Primary	0	0	1.59140849564152
5104394332	.82	1	7	4	 	Local Authority	0	Secondary	0	2.90186043771922
5111644110	1.65	1	7	2	 	Independent	Primary	Secondary	0	26.5983026714112
5120407222	.33	1	7	4	 	Local Authority	0	Secondary	0	2.63320109372604
5121904649	1.32	1	7	1	 	 	 	 	 	 
5132319843	.8	1	7	4	 	Local Authority	0	Secondary	0	3.67967675210745
5136296134	1.22	1	7	3	 	Local Authority	0	0	Special	11.6416160819707
5141481538	.8	1	7	3	 	Local Authority	Primary	0	0	.618595182651789
5144619700	.83	1	7	2	 	Local Authority	Primary	0	0	.5536569334886
5148284128	1.68	1	7	4	 	Local Authority	0	Secondary	0	9.29347647546385
5149143124	.66	1	7	1	 	Local Authority	Primary	0	0	.696347614342147
5166911893	1.18	1	7	2	 	Local Authority	Primary	0	0	1.27126590452195
5167432679	.98	1	7	3	 	Local Authority	Primary	0	0	.499924994374156
5171126886	.82	1	7	4	 	Local Authority	0	Secondary	0	1.89646645106103
5175777399	1.21	1	7	3	 	Local Authority	0	Secondary	0	2.14400093283562
5179880150	1.12	1	7	4	 	Local Authority	0	Secondary	0	1.4400600681916
5181018501	.69	1	7	4	 	Local Authority	0	Secondary	0	1.23565245922954
5181042855	1.29	1	7	3	 	Local Authority	Primary	0	0	.441239164172901
5185684557	.57	1	7	1	 	Local Authority	Primary	0	0	.612413259164104
5187991303	.09	1	7	2	 	Local Authority	Primary	0	0	.53111957222456
5188684287	.78	1	7	4	 	Local Authority	0	0	Special	4.34231021462078
5188741577	.49	1	7	2	 	Local Authority	Primary	0	0	.64503100700664
5190084763	.49	1	7	4	 	Local Authority	Primary	0	0	.153574086355739
5196394944	.69	1	7	3	 	Local Authority	Primary	0	0	.199323857076869
5198647710	.26	1	7	1	 	Local Authority	Primary	0	0	.828310328319043
5200097938	.18	1	7	2	 	Local Authority	Primary	0	0	.480104155366312
5201732893	.2	1	7	2	 	Local Authority	Primary	0	0	.652076682607192
5213761870	.1	1	7	4	 	Local Authority	0	Secondary	0	1.56962798140196
5220799968	.28	1	7	1	 	Local Authority	Primary	0	0	4.87205305800337
5229483447	.23	1	7	1	 	Local Authority	Primary	0	0	1.54174868250309
5229882244	.81	1	7	2	 	Local Authority	Primary	0	0	.513440356808851
5237493515	.72	1	7	1	 	Local Authority	Primary	0	0	1.05687511088113
5244943625	1.65	1	7	4	 	Local Authority	0	Secondary	0	31.9865486884722
5246689916	.58	1	7	1	 	 	 	 	 	 
5246969559	1.37	1	7	3	 	Local Authority	0	Secondary	0	2.72924201931599
5248316005	.82	1	7	4	 	Local Authority	0	Secondary	0	1.77344213325386
5250792000	.71	1	7	4	 	Local Authority	0	Secondary	0	12.4737273499143
5251403898	.39	1	7	3	 	 	 	 	 	 
5254118610	.25	1	7	4	 	Local Authority	0	Secondary	0	1.61545318718928
5257895896	1.1	1	7	3	 	Local Authority	Primary	0	0	.480485171467341
5261277072	.84	1	7	4	 	Local Authority	0	Secondary	0	1.0052586731782
5273179845	.33	1	7	4	 	Local Authority	0	Secondary	0	2.2145511960666
5283274762	1.68	1	7	4	 	Local Authority	0	Secondary	0	.377752564518098
5298575973	1.09	1	7	1	 	Local Authority	Primary	0	0	1.24859040521702
5308384169	.13	1	7	4	 	Local Authority	0	Secondary	0	.942321070548674
5309028616	.78	1	7	4	 	Local Authority	0	Secondary	0	7.2572398334353
5313667455	.47	1	7	2	 	Local Authority	Primary	0	0	.281753438310875
5317302355	1.84	1	7	1	 	Local Authority	Primary	0	0	1.98246563652438
5328201135	.98	1	7	3	 	Local Authority	Primary	0	0	1.28031324292143
5334953633	1.21	1	7	3	 	Local Authority	Primary	0	0	1.72004883651599
5346392733	.94	1	7	3	 	Local Authority	Primary	0	0	.282255203672138
5349580236	.41	1	7	2	 	Local Authority	Primary	0	0	1.38099420708416
5350362374	.47	1	7	2	 	Local Authority	Primary	0	0	.251177228267214
5379384621	1.32	1	7	2	 	Local Authority	Primary	0	0	.231510258951952
5389610720	.99	1	7	4	 	Local Authority	0	Secondary	0	7.91123561777805
5394787239	.82	1	7	4	 	Local Authority	0	Secondary	0	3.39426869885105
5395642924	.72	1	7	1	 	Local Authority	Primary	0	0	.202299283241439
5395671660	.94	1	7	2	 	 	 	 	 	 
5402189987	.87	1	7	4	 	Local Authority	0	Secondary	0	1.93596074340365
5404258012	1.32	1	7	4	 	Local Authority	0	Secondary	0	1.46423290497106
5405917694	1.53	1	7	2	 	Local Authority	Primary	0	0	.46283150281717
5406198543	.81	1	7	2	 	Local Authority	Primary	0	0	.457358721355568
5407645679	.8	1	7	3	 	Local Authority	Primary	0	0	.815250268322556
5412979270	.68	1	7	2	 	 	 	 	 	 
5414009225	2.09	1	7	3	 	Local Authority	Primary	0	0	1.3397134021872
5414276700	1	1	7	4	 	Local Authority	0	Secondary	0	2.44870741412689
5418351432	1.53	1	7	4	 	Local Authority	0	Secondary	0	2.85802904114007
5418372722	.84	1	7	2	 	Local Authority	Primary	0	0	1.20587395692916
5433185501	.57	1	7	1	 	Local Authority	Primary	0	0	.383270139718711
5444986191	.87	1	7	4	 	Local Authority	0	Secondary	0	1.35855585089462
5445346543	1.32	1	7	1	 	Local Authority	Primary	0	0	.382205442138125
5450867526	.26	1	7	1	 	Local Authority	Primary	0	0	3.30806302842011
5457160510	.58	1	7	1	 	Local Authority	Primary	0	0	1.4522568643322
5458233836	1.51	1	7	1	 	Local Authority	Primary	0	0	.800730916101033
5461079436	3.12	1	7	3	 	Local Authority	0	Secondary	0	2.15873319333353
5473761652	.57	1	7	1	 	Local Authority	Primary	0	0	.751399361192169
5474903071	.86	1	7	2	 	Local Authority	Primary	0	0	.354978872610751
5478598769	.76	1	7	3	 	Local Authority	Primary	0	0	.248485412046663
5481257569	.96	1	7	4	 	Local Authority	0	Secondary	0	.695507009310474
5482437480	.75	1	7	4	 	Local Authority	0	Secondary	0	1.88446809471532
5483712340	.78	1	7	1	 	Local Authority	Primary	0	0	1.13522861133782
5486091091	.28	1	7	3	 	Local Authority	Primary	0	0	.418182974306702
5487837461	.57	1	7	1	 	Local Authority	Primary	0	0	.487607424061611
5488388906	.32	1	7	3	 	Local Authority	Primary	0	0	6.53499089517346
5491017033	1.69	1	7	2	 	Local Authority	Primary	0	0	1.17937356253225
5494020143	.31	1	7	3	 	Local Authority	0	Secondary	0	.974601970036999
5494029457	.83	1	7	2	 	Local Authority	Primary	0	0	.579456642036313
5495293224	.68	1	7	2	 	Local Authority	Primary	0	0	.502493781056044
5495470767	.86	1	7	2	 	Local Authority	Primary	0	0	.412074022476545
5497774808	.41	1	7	3	 	Local Authority	Primary	0	0	.242915623211024
5503758001	1.32	1	7	1	 	Local Authority	Primary	0	0	3.78923211218315
5505764410	1.37	1	7	2	 	Local Authority	Primary	0	0	.13544740676735
5513375685	2.83	1	7	1	 	Local Authority	Primary	0	0	.43047067263636
5521386275	.84	1	7	2	 	 	 	 	 	 
5524517847	.93	1	7	2	 	Local Authority	Primary	0	0	.45392730695564
5531693706	1.18	1	7	1	 	Local Authority	Primary	0	0	.896896872555591
